AccountNo,CustId,AccountLocation,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,SheetName,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,Unnamed: 9,Unnamed: 10,Unnamed: 11,AccountNo.1,Bet_Amt.1,Product.1,Unnamed: 15,AccountNo.2,Vegas,Sportsbook,Games,Casino,Poker,Bingo,,Adjustments,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play,Table: student,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Table: school,Unnamed: 8
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-20,635,0.0,I,178.0,907.0,681.8,Games,,,,01152SJ   ,859.7509,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-30,22527_PRCH,22527.0,I,7.0,900.0,0.0,Poker,,,,00J381    ,856.25,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-16,2,9.0,M,4.0,900.0,900.0,Sportsbook,,,,00C017    ,855.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-18,2,9.0,N,3.0,900.0,1050.0,Sportsbook,,,,01284UW   ,840.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-21,2,9.0,M,2.0,900.0,0.0,Sportsbook,,,,01148BP   ,837.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-04,2,9.0,M,3.0,900.0,750.0,Sportsbook,,,,01148BP   ,825.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-07,22527_PRCH,22527.0,I,1.0,870.0242,0.0,Poker,,,,01152SJ   ,824.8574,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-25,22527_PRCH,22527.0,I,2.0,870.0,0.0,Poker,,,,01148BP   ,818.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-28,2,9.0,M,6.0,863.13,0.0,Sportsbook,,,,01196ZZ   ,814.8,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-26,22528_PRCH,22528.0,I,3.0,859.7509,0.0,Casino,,,,01284UW   ,810.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-28,323,9.0,M,3.0,856.25,0.0,Sportsbook,,,,01152SJ   ,806.0617,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-28,22527_PRCH,22527.0,I,3.0,855.0,0.0,Poker,,,,00C017    ,800.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-22,1,5.0,I,53.0,840.0,376.79,Sportsbook,,,,00J381    ,800.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-14,2,9.0,I,4.0,837.5,0.0,Sportsbook,,,,01148BP   ,800.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-28,2,9.0,N,2.0,825.0,1312.5,Sportsbook,,,,00357DG   ,785.5,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-30,22527_PRCH,22527.0,I,2.0,824.8574,0.0,Poker,,,,01284UW   ,784.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-14,2,9.0,M,2.0,818.0,0.0,Sportsbook,,,,00J381    ,780.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-09-24,22512_XFER,22512.0,I,408.0,814.8,689.0,Vegas,,,,01196ZZ   ,775.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-31,36,5.0,I,5.0,810.0,0.0,Sportsbook,,,,01152SJ   ,770.9384,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-27,22527_PRCH,22527.0,I,1.0,806.0617,0.0,Poker,,,,01152SJ   ,756.3808,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-24,22527_PRCH,22527.0,I,3.0,800.0,0.0,Poker,,,,00J381    ,751.65,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-15,22527_PRCH,22527.0,I,3.0,800.0,0.0,Poker,,,,01148BP   ,750.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-09,2,9.0,N,4.0,800.0,1127.38,Sportsbook,,,,01284UW   ,750.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-24,2,9.0,N,2.0,800.0,0.0,Sportsbook,,,,01284UW   ,731.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-30,2,9.0,M,2.0,800.0,1150.0,Sportsbook,,,,00J381    ,730.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-14,635,0.0,I,131.0,785.5,575.95,Games,,,,00C017    ,724.8,Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-02,46,5.0,I,23.0,784.5,635.85,Sportsbook,,,,00C017    ,700.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-27,323,9.0,M,3.0,780.0,1056.25,Sportsbook,,,,00J381    ,700.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-09-29,3,8.0,I,7.0,775.0,0.0,Sportsbook,,,,01148BP   ,700.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-26,22527_PRCH,22527.0,I,15.0,770.9384,0.0,Poker,,,,01152SJ   ,698.979,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-06,22528_PRCH,22528.0,I,1.0,756.3808,0.0,Casino,,,,01148BP   ,690.63,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-15,323,9.0,M,3.0,751.65,748.87,Sportsbook,,,,00C017    ,680.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-21,2,9.0,N,2.0,750.0,0.0,Sportsbook,,,,01284UW   ,676.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-15,2,9.0,I,2.0,750.0,0.0,Sportsbook,,,,01284UW   ,675.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-20,2,9.0,I,3.0,750.0,0.0,Sportsbook,,,,01152SJ   ,671.3076,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-02,273,3.0,I,6.0,750.0,925.0,Sportsbook,,,,00J381    ,664.38,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-23,1,5.0,I,21.0,731.0,685.33,Sportsbook,,,,01152SJ   ,662.2825,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-11-09,323,9.0,M,5.0,730.0,813.75,Sportsbook,,,,01152SJ   ,656.291,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-09-10,22508_STKE,22508.0,I,131.0,724.8,0.0,Bingo,,,,00J381    ,656.24,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-01,22527_PRCH,22527.0,I,2.0,700.0,0.0,Poker,,,,00357DG   ,656.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-17,2,9.0,M,4.0,700.0,900.0,Sportsbook,,,,00C017    ,656.0,Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-11-10,2,9.0,M,5.0,700.0,1200.0,Sportsbook,,,,00C017    ,650.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-13,2,9.0,I,3.0,700.0,0.0,Sportsbook,,,,00J381    ,650.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-04,2,9.0,I,3.0,700.0,475.0,Sportsbook,,,,01148BP   ,650.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-16,2,9.0,M,2.0,700.0,1300.0,Sportsbook,,,,01284UW   ,650.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-04,22528_PRCH,22528.0,I,3.0,698.979,0.0,Casino,,,,01152SJ   ,630.2786,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-05,2,9.0,N,2.0,690.63,0.0,Sportsbook,,,,01196ZZ   ,630.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-07,22527_PRCH,22527.0,I,6.0,680.0,0.0,Poker,,,,00J381    ,626.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-14,22527_PRCH,22527.0,I,4.0,680.0,0.0,Poker,,,,00357DG   ,625.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-12-22,46,5.0,I,29.0,676.0,816.0,Sportsbook,,,,00C017    ,625.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-11-30,273,3.0,I,17.0,675.0,1018.12,Sportsbook,,,,01152SJ   ,624.8048,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-13,22527_PRCH,22527.0,I,9.0,671.3076,0.0,Poker,,,,01152SJ   ,624.1808,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-11-13,2,9.0,M,4.0,664.38,800.0,Sportsbook,,,,01152SJ   ,623.6014,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-12-11,22527_PRCH,22527.0,I,4.0,662.2825,0.0,Poker,,,,01152SJ   ,620.0903,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-12,22528_PRCH,22528.0,I,6.0,656.291,0.0,Casino,,,,00357DG   ,602.0,Games,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-28,2,9.0,M,3.0,656.24,756.25,Sportsbook,,,,01148BP   ,600.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-16,22512_XFER,22512.0,I,92.0,656.0,304.7,Vegas,,,,01196ZZ   ,600.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-09-28,22508_STKE,22508.0,I,48.0,656.0,0.0,Bingo,,,,00775SM   ,587.2,Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-09-14,22527_PRCH,22527.0,I,3.0,650.0,0.0,Poker,,,,01152SJ   ,586.717,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-22,2,9.0,M,5.0,650.0,866.0,Sportsbook,,,,00J381    ,580.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-11,323,9.0,M,3.0,650.0,0.0,Sportsbook,,,,00J381    ,575.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-19,2,9.0,M,2.0,650.0,0.0,Sportsbook,,,,00C017    ,570.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-12,1,5.0,I,2.0,650.0,0.0,Sportsbook,,,,00357DG   ,564.0,Games,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-04,22527_PRCH,22527.0,I,1.0,630.2786,0.0,Poker,,,,01152SJ   ,561.7977,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-12-20,22512_XFER,22512.0,I,5.0,630.0,180.0,Vegas,,,,01152SJ   ,561.7627,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-07,2,9.0,M,3.0,626.0,352.0,Sportsbook,,,,00C017    ,560.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-10-12,22512_XFER,22512.0,I,294.0,625.0,946.9,Vegas,,,,00J381    ,560.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-09-21,22527_PRCH,22527.0,I,3.0,625.0,0.0,Poker,,,,01284UW   ,560.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-22,22528_PRCH,22528.0,I,4.0,624.8048,0.0,Casino,,,,01152SJ   ,555.3497,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,22528_PRCH,22528.0,I,4.0,624.8048,0.0,Casino,,,,00J381    ,550.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-11-28,22528_PRCH,22528.0,I,1.0,624.1808,0.0,Casino,,,,01196ZZ   ,550.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-27,22528_PRCH,22528.0,I,1.0,623.6014,0.0,Casino,,,,00C017    ,545.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-01,22527_PRCH,22527.0,I,1.0,620.0903,0.0,Poker,,,,00J381    ,540.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-17,638,0.0,I,133.0,602.0,548.1,Games,,,,01148BP   ,538.75,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-04,2,9.0,I,2.0,600.0,0.0,Sportsbook,,,,00J381    ,536.75,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-19,2,9.0,N,1.0,600.0,0.0,Sportsbook,,,,01196ZZ   ,536.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-11,2,9.0,I,2.0,600.0,600.0,Sportsbook,,,,00C017    ,531.9,Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-29,2,9.0,I,3.0,600.0,1500.0,Sportsbook,,,,00J381    ,520.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-28,3,8.0,I,3.0,600.0,0.0,Sportsbook,,,,00J381    ,510.75,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00775SM   ,,,,,,,Betting,,,,,,,,,,,2012-10-07,22508_STKE,22508.0,I,569.0,587.2,0.0,Bingo,,,,01284UW   ,510.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-06,22528_PRCH,22528.0,I,3.0,586.717,0.0,Casino,,,,01152SJ   ,503.8416,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-02,2,9.0,M,4.0,580.0,0.0,Sportsbook,,,,00J381    ,502.1,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-07,46,5.0,M,7.0,575.0,0.0,Sportsbook,,,,00J381    ,500.25,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-10-12,22527_PRCH,22527.0,I,2.0,570.0,0.0,Poker,,,,00C017    ,500.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00357DG   ,,,,,,,Betting,,,,,,,,,,,2012-11-26,635,0.0,I,76.0,564.0,347.9,Games,,,,00J381    ,500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-10-11,22528_PRCH,22528.0,I,4.0,561.7977,0.0,Casino,,,,01148BP   ,500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-11-28,22527_PRCH,22527.0,I,1.0,561.7627,0.0,Poker,,,,01148BP   ,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-18,22527_PRCH,22527.0,I,2.0,560.0,0.0,Poker,,,,01196ZZ   ,500.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-09,323,9.0,M,2.0,560.0,0.0,Sportsbook,,,,01152SJ   ,499.2511,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-25,275,5.0,I,11.0,560.0,441.63,Sportsbook,,,,01152SJ   ,493.5025,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-30,22528_PRCH,22528.0,I,6.0,555.3497,0.0,Casino,,,,01152SJ   ,489.6747,Casino,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-02,42,4.0,M,2.0,550.0,484.62,Sportsbook,,,,01284UW   ,487.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-11-17,1,5.0,I,7.0,550.0,109.15,Sportsbook,,,,00J381    ,480.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-16,22527_PRCH,22527.0,I,2.0,545.0,0.0,Poker,,,,01284UW   ,477.5,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-14,2,9.0,M,3.0,540.0,866.67,Sportsbook,,,,00J381    ,475.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-30,46,5.0,M,6.0,540.0,1120.0,Sportsbook,,,,01284UW   ,475.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-02,275,5.0,M,7.0,540.0,780.0,Sportsbook,,,,01152SJ   ,472.1435,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-03,2,9.0,N,1.0,538.75,0.0,Sportsbook,,,,01148BP   ,471.89,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-23,42,4.0,M,3.0,536.75,0.0,Sportsbook,,,,01284UW   ,470.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-12-15,2,9.0,I,6.0,536.0,572.0,Sportsbook,,,,00357DG   ,461.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-12-02,22508_STKE,22508.0,I,56.0,531.9,0.0,Bingo,,,,00J381    ,460.89,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-23,1,5.0,M,10.0,520.0,600.0,Sportsbook,,,,00C017    ,460.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-17,2,9.0,M,3.0,520.0,525.0,Sportsbook,,,,01196ZZ   ,460.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-11-28,2,9.0,M,3.0,520.0,0.0,Sportsbook,,,,00J381    ,456.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-09-19,323,9.0,M,3.0,510.75,0.0,Sportsbook,,,,00J381    ,450.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01284UW   ,,,,,,,Betting,,,,,,,,,,,2012-10-10,1,5.0,I,4.0,510.0,0.0,Sportsbook,,,,01148BP   ,450.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01152SJ   ,,,,,,,Betting,,,,,,,,,,,2012-09-05,22527_PRCH,22527.0,I,4.0,503.8416,0.0,Poker,,,,01196ZZ   ,450.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-10-01,42,4.0,M,2.0,502.1,414.72,Sportsbook,,,,01284UW   ,450.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-05,275,5.0,N,3.0,500.25,674.07,Sportsbook,,,,01152SJ   ,448.6818,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-09-07,22527_PRCH,22527.0,I,2.0,500.0,0.0,Poker,,,,00C017    ,445.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-10-05,22527_PRCH,22527.0,I,3.0,500.0,0.0,Poker,,,,00J381    ,444.62,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-09,22527_PRCH,22527.0,I,2.0,500.0,0.0,Poker,,,,00J381    ,440.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00C017    ,,,,,,,Betting,,,,,,,,,,,2012-11-20,22527_PRCH,22527.0,I,2.0,500.0,0.0,Poker,,,,00J381    ,430.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
00J381    ,,,,,,,Betting,,,,,,,,,,,2012-12-26,323,9.0,M,3.0,500.0,1519.38,Sportsbook,,,,01284UW   ,427.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-03,2,9.0,I,2.0,500.0,0.0,Sportsbook,,,,00357DG   ,420.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-06,2,9.0,N,2.0,500.0,0.0,Sportsbook,,,,00J381    ,420.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-13,,0.0,N,1.0,500.0,500.0,,,,,01152SJ   ,418.8285,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-13,2,9.0,N,1.0,500.0,850.0,Sportsbook,,,,00357DG   ,416.0,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-16,2,9.0,M,1.0,500.0,954.55,Sportsbook,,,,01148BP   ,412.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-09-25,2,9.0,I,3.0,500.0,0.0,Sportsbook,,,,00J381    ,410.75,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-01,2,9.0,M,1.0,500.0,1400.0,Sportsbook,,,,00775SM   ,403.1,Bingo,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-13,2,9.0,I,2.0,500.0,0.0,Sportsbook,,,,01284UW   ,403.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-10-23,2,9.0,N,1.0,500.0,0.0,Sportsbook,,,,01152SJ   ,400.5465,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-11-07,2,9.0,N,1.0,500.0,1875.0,Sportsbook,,,,01152SJ   ,400.0499,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-06,2,9.0,M,1.0,500.0,1250.0,Sportsbook,,,,00C017    ,400.0,Poker,,,,,,,,,,,,,,,,,,,,,,,,,
01148BP   ,,,,,,,Betting,,,,,,,,,,,2012-12-08,2,9.0,I,2.0,500.0,900.0,Sportsbook,,,,00J381    ,400.0,Sportsbook,,,,,,,,,,,,,,,,,,,,,,,,,
01196ZZ   ,,,,,,,Betting,,,,,,,,,,,2012-10-08,2,9.0,I,3.0,500.0,0.0,Sportsbook,,,,00J381    ,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
